HMIType,地址,SVI变量,中文名,英文名,Update,Save_Any1s,Storage_10ms,Storage_1s,And_10Min,NumberMax_10min,Mean_10min,Max_10min,Min_10min,StadDev_10Min,Onflow_10Min,Mean_10s,Max_10s,Min_10s,EdgeDetect,enCoding
IREG_DINT,300215,HMI_IReg[108],"整型主状态,SCADA显示使用",State_TMPINTWTCState,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c300215
IREG,300217,HMI_IReg[109],风机,State_TurbineIndex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300217
IREG,300219,HMI_IReg[110],风机主状态,State_WTCState,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,c300219
IREG,300221,HMI_IReg[111],偏航等级,State_YawLevel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300221
DISC,100921,HMI_Disc[921],报警,State_IndicatorAlarm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100921
DISC,100922,HMI_Disc[922],偏航,State_IndicatorYawAction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100922
DISC,100923,HMI_Disc[923],刹车,State_IndicatorSetBrake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100923
DISC,100924,HMI_Disc[924],主控发给面板的心跳信号用于触发面板心跳,DO_ControllerWatchDogFeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b100924
IREG,300247,HMI_IReg[124],"通用主状态,前置机使用",State_TMPINTWTCState,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300247
IREG,300385,HMI_IReg[193],累计应发电量-整型,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300385
IREG,300387,HMI_IReg[194],有功发电量-整型,State_kWh_P_DINT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300387
IREG,300389,HMI_IReg[195],有功耗电量-整型,State_kWh_N_DINT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300389
IREG,300391,HMI_IReg[196],无功发电量-整型,State_kVarh_P_DINT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300391
IREG,300393,HMI_IReg[197],无功耗电量-整型,State_kVarh_N_DINT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300393
IREG,300223,HMI_IReg[112],叶片1,PTH_PcuEncoderAActValueA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300223
IREG,300225,HMI_IReg[113],叶片2,PTH_PcuEncoderAActValueA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300225
IREG,300227,HMI_IReg[114],叶片3,PTH_PcuEncoderAActValueA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300227
IREG,300231,HMI_IReg[116],偏航压力,State_YawBrakePress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300231
IREG,300233,HMI_IReg[117],液压系统压力,State_HydralicSystemPress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300233
AVG1S,300235,HMI_IReg[118],平均风向,State_SensorWindDirection,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,c300235
IREG,300237,HMI_IReg[119],机舱位置,State_NacellePositionFromNorth,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c300237
AVG30S,300239,HMI_IReg[120],偏航误差,State_WindVaneDeviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300239
IREG,300241,HMI_IReg[121],电流,ENG_Ia,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,c300241
IREG,300243,HMI_IReg[122],电压,ENG_Uan,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,c300243
DISC,101021,HMI_Disc[1021],顺时针偏航，借用偏航子系统地址,DO_YawCw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101021
DISC,101022,HMI_Disc[1022],逆时针偏航，借用偏航子系统地址,DO_YawCcw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101022
IREG,300245,HMI_IReg[123],国网业主的风机主状态,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300245
DISC,101001,HMI_Disc[1001],机舱柜急停反馈,DI_NacelleEmergencyButtonFb,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,b101001
DISC,101002,HMI_Disc[1002],塔基急停按钮,DI_TowerEmergencyButtonFb,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,b101002
DISC,101003,HMI_Disc[1003],手操盒急停反馈,DI_BoxEmergencyButtonFb,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,b101003
DISC,101005,HMI_Disc[1005],电缆顺时针缠绕极限,DI_CableTwistCwLimitSwitchFb,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,b101005
DISC,101006,HMI_Disc[1006],电缆逆时针缠绕极限,DI_CableTwistCcwLimitSwitchFb,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,b101006
DISC,101007,HMI_Disc[1007],塔筒振动开关,DI_VibrationSensorFb,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,b101007
DISC,101008,HMI_Disc[1008],主轴超速开关,DI_TurbineRotorOverspeedFb,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,b101008
DISC,101010,HMI_Disc[1010],看门狗反馈,DI_ControllerWatchDogFb,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,b101010
DISC,101011,HMI_Disc[1011],安全链正常,DI_SafeChainThirdLevelFb,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,b101011
DISC,101012,HMI_Disc[1012],上电复位安全链,DI_PowerupSafeChainResetFb,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,b101012
DISC,101013,HMI_Disc[1013],AC电源正常,DI_AC230SupplyFb,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,b101013
IREG,300401,HMI_IReg[201],机舱位置,State_NacellePositionFromNorth,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c300401
IREG,300403,HMI_IReg[202],电缆扭角,State_CableTwistAngle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300403
AVG1S,300405,HMI_IReg[203],风向1s,State_SensorWindDirection,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,c300405
AVG10S,300407,HMI_IReg[204],风向10s,State_SensorWindDirection,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c300407
AVG30S,300409,HMI_IReg[205],风向30s,State_SensorWindDirection,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c300409
AVG1S,300419,HMI_IReg[210],风速1s,State_DisplayWindspeed,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,c300419
AVG30S,300413,HMI_IReg[207],风速30s,State_DisplayWindspeed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c300413
AVG10M,300415,HMI_IReg[208],风速10m,State_DisplayWindspeed,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c300415
IREG,300411,HMI_IReg[206],功率曲线风速,State_PowerCurveWindspeed,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,c300411
IREG,300417,HMI_IReg[209],风速1,AI_WindSpeed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c300417
IREG,300421,HMI_IReg[211],风速2,AI_WindSpeed2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c300421
IREG,300423,HMI_IReg[212],风向1,State_TMPSensorWindDirection1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c300423
IREG,300425,HMI_IReg[213],风向2,State_TMPSensorWindDirection2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300425
IREG,300427,HMI_IReg[214],瞬时风速,State_SensorWindspeed,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c300427
IREG,300429,HMI_IReg[215],瞬时风速（修正前）,State_SensorWindspeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300429
IREG,300431,HMI_IReg[216],湍流强度,State_TurbulenceIntensity,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,c300431
DISC,101081,HMI_Disc[1081],主轴超速开关,DI_TurbineRotorOverspeedFb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101081
IREG,300445,HMI_IReg[223],变频器转速,CNV_ActualSpeed,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,c300445
IREG,300447,HMI_IReg[224],低速轴转速,State_TurbineRotorRpm,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,c300447
DISC,101092,HMI_Disc[1092],发电机内部加热器,DO_GeneratorHeater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101092
DISC,101093,HMI_Disc[1093],发电机冷却风扇1,DO_GeneratorFan1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101093
DISC,101094,HMI_Disc[1094],发电机冷却风扇2,DO_GeneratorFan2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101094
DISC,101097,HMI_Disc[1097],发电机冷却风机3,DO_GeneratorFan3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101097
DISC,101098,HMI_Disc[1098],发电机冷却风机4,DO_GeneratorFan4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101098
DISC,101100,HMI_Disc[1100],机舱热风幕机1运行,DI_NacelleHeater1Fault,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101100
DISC,101101,HMI_Disc[1101],机舱热风幕机1故障,DI_NacelleHeater1Working,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101101
DISC,101102,HMI_Disc[1102],机舱热风幕机2运行,DI_NacelleHeater2Fault,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101102
DISC,101103,HMI_Disc[1103],机舱热风幕机2故障,DI_NacelleHeater2Working,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101103
AVG30S,300473,HMI_IReg[237],机舱内温度,AI_NacelleIndoorTemp,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,c300473
IREG,300475,HMI_IReg[238],机舱外温度,State_OutdoorTemperature,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,c300475
IREG,300477,HMI_IReg[239],变频器环境温度,CNV_EnvironmentTemp,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,c300477
AVG30S,300479,HMI_IReg[240],发电机W相温度,AI_GeneratorPhaseTempW,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,c300479
AVG30S,300481,HMI_IReg[241],发电机U相温度,AI_GeneratorPhaseTempU,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,c300481
AVG30S,300483,HMI_IReg[242],发电机V相温度,AI_GeneratorPhaseTempV,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,c300483
AVG30S,300485,HMI_IReg[243],配电柜温度,AI_NacelleDistributorTemp,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,c300485
AVG30S,300487,HMI_IReg[244],控制柜温度,AI_ControllerCabTemp,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,c300487
AVG30S,300489,HMI_IReg[245],发电机轴承温度,AI_GeneratorBearTemp,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,c300489
AVG30S,300491,HMI_IReg[246],塔基辅助变压器温度,AI_TowerAuxTranformerTemp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300491
AVG30S,300493,HMI_IReg[247],机舱外温度2,AI_NacelleOutdoorTemp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300493
DISC,101051,HMI_Disc[1051],液压泵启动,DO_HydralicPump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101051
DISC,101053,HMI_Disc[1053],偏航润滑泵启动,DO_YawLubricationPump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101053
DISC,101055,HMI_Disc[1055],液压站液位开关,DI_HydralicSystemOilPosition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101055
DISC,101056,HMI_Disc[1056],液压站油泵热继,DI_HydralicPumpSupplyFb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101056
IREG,300505,HMI_IReg[253],液压泵压力,State_HydralicSystemPress,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c300505
IREG,300507,HMI_IReg[254],偏航系统压力,State_YawBrakePress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300507
IREG,300521,HMI_IReg[261],塔筒前后振动,VIB_BandChannel1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c300521
IREG,300523,HMI_IReg[262],塔筒左右振动,VIB_BandChannel2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c300523
DISC,101023,HMI_Disc[1023],偏航解缆阀,DO_YawUntwistElecValve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101023
DISC,101024,HMI_Disc[1024],偏航计数器A,DI_TurbinePosition1Fb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101024
DISC,101025,HMI_Disc[1025],偏航计数器B,DI_TurbinePosition2Fb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101025
DISC,101026,HMI_Disc[1026],电缆顺时针极限开关,DI_CableTwistCwLimitSwitchFb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101026
DISC,101027,HMI_Disc[1027],电缆逆时针限位开关,DI_CableTwistCcwLimitSwitchFb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101027
DISC,101028,HMI_Disc[1028],偏航电机总供电反馈,DI_YawMotorSuperSupplyFb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101028
DISC,101029,HMI_Disc[1029],偏航电机供电反馈,DI_YawMotorSupplyFb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101029
DISC,101030,HMI_Disc[1030],偏航电磁刹车供电反馈,DI_YawElecBrakeSupplyFb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101030
DISC,101031,HMI_Disc[1031],偏航电机加热供电反馈,DI_YawMotorHeaterSupplyFb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101031
DISC,101036,HMI_Disc[1036],偏航电气制动,DO_YawElecBrake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101036
DISC,101037,HMI_Disc[1037],偏航电机超温1,DI_YawMotor1OverTemp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101037
DISC,101038,HMI_Disc[1038],偏航电机超温2,DI_YawMotor2OverTemp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101038
DISC,101043,HMI_Disc[1043],偏航电机超温3,DI_YawMotor3OverTemp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101043
DISC,101044,HMI_Disc[1044],偏航电机超温4,DI_YawMotor4OverTemp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101044
DISC,101045,HMI_Disc[1045],偏航电机超温5,DI_YawMotor5OverTemp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101045
DISC,101046,HMI_Disc[1046],偏航电机超温6,DI_YawMotor6OverTemp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101046
DISC,101047,HMI_Disc[1047],偏航零位信号,DI_CableTwistZeroPosition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101047
IREG,300701,HMI_IReg[351],机舱位置,State_NacellePositionFromNorth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c300701
IREG,300703,HMI_IReg[352],电缆扭角,State_CableTwistAngle,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c300703
IREG,300705,HMI_IReg[353],偏航系统压力,State_YawBrakePress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c300705
DISC,101076,HMI_Disc[1076],主轴刹车,DO_TurbineBrakeElecValve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101076
DISC,101079,HMI_Disc[1079],手动刹车开关,DI_ManuBrakeButton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101079
DISC,101160,HMI_Disc[1160],塔筒门禁,DI_TowerGuard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101160
DISC,101161,HMI_Disc[1161],求助按钮,State_HelpButton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b101161
IREG,302801,HMI_IReg[1401],地址,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302801
IREG,302803,HMI_IReg[1402],波特率,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302803
IREG,302805,HMI_IReg[1403],电压变比,ENG_Ubb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302805
IREG,302807,HMI_IReg[1404],电流变比,ENG_Ibb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302807
IREG,302809,HMI_IReg[1405],正向有功总电能,State_kWh_P,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,c302809
IREG,302811,HMI_IReg[1406],反向有功总电能,State_kWh_N,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,c302811
IREG,302813,HMI_IReg[1407],正向无功总电能,State_kVarh_P,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,c302813
IREG,302815,HMI_IReg[1408],反向无功总电能,State_kVarh_N,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,c302815
IREG,302817,HMI_IReg[1409],电压量程,ENG_U0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302817
IREG,302819,HMI_IReg[1410],电流量程,ENG_I0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302819
IREG,302821,HMI_IReg[1411],电压不平衡度,ENG_Ublk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302821
IREG,302823,HMI_IReg[1412],A相相电压,ENG_Uan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302823
IREG,302825,HMI_IReg[1413],B相相电压,ENG_Ubn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302825
IREG,302827,HMI_IReg[1414],C相相电压,ENG_Ucn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302827
IREG,302829,HMI_IReg[1415],AB相线电压,ENG_Uab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302829
IREG,302831,HMI_IReg[1416],BC相线电压,ENG_Ubc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302831
IREG,302833,HMI_IReg[1417],CA相线电压,ENG_Uca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302833
IREG,302835,HMI_IReg[1418],A相电流,ENG_Ia,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c302835
IREG,302837,HMI_IReg[1419],B相电流,ENG_Ib,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c302837
IREG,302839,HMI_IReg[1420],C相电流,ENG_Ic,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c302839
IREG,302841,HMI_IReg[1421],零序电流,ENG_In,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302841
IREG,302843,HMI_IReg[1422],有功功率,ENG_P,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,c302843
IREG,302845,HMI_IReg[1423],无功功率,ENG_Q,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,c302845
IREG,302847,HMI_IReg[1424],视在功率,ENG_S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302847
IREG,302849,HMI_IReg[1425],功率因数,ENG_PF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302849
IREG,302851,HMI_IReg[1426],频率,ENG_Freq,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c302851
IREG,302853,HMI_IReg[1427],A相有功功率,ENG_Pa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302853
IREG,302855,HMI_IReg[1428],B相有功功率,ENG_Pb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302855
IREG,302857,HMI_IReg[1429],C相有功功率,ENG_Pc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302857
IREG,302859,HMI_IReg[1430],A相无功功率,ENG_Qa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302859
IREG,302861,HMI_IReg[1431],B相无功功率,ENG_Qb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302861
IREG,302863,HMI_IReg[1432],C相无功功率,ENG_Qc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302863
IREG,302865,HMI_IReg[1433],A相视在功率,ENG_Sa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302865
IREG,302867,HMI_IReg[1434],B相视在功率,ENG_Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302867
IREG,302869,HMI_IReg[1435],C相视在功率,ENG_Sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302869
IREG,302871,HMI_IReg[1436],A相功率因数,ENG_PFa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302871
IREG,302873,HMI_IReg[1437],B相功率因数,ENG_PFb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302873
IREG,302875,HMI_IReg[1438],C相功率因数,ENG_PFc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302875
IREG,302877,HMI_IReg[1439],A相电压K值,ENG_KFUa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302877
IREG,302879,HMI_IReg[1440],B相电压K值,ENG_KFUb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302879
IREG,302881,HMI_IReg[1441],C相电压K值,ENG_KFUc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302881
IREG,302883,HMI_IReg[1442],A相电流K值,ENG_KFIa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302883
IREG,302885,HMI_IReg[1443],B相电流K值,ENG_KFIb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302885
IREG,302887,HMI_IReg[1444],C相电流K值,ENG_KFIc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302887
IREG,302889,HMI_IReg[1445],A相电压谐波分量,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302889
IREG,302891,HMI_IReg[1446],B相电压谐波分量,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302891
IREG,302893,HMI_IReg[1447],C相电压谐波分量,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302893
IREG,302895,HMI_IReg[1448],A相电流谐波分量,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302895
IREG,302897,HMI_IReg[1449],B相电流谐波分量,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302897
IREG,302899,HMI_IReg[1450],C相电流谐波分量,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302899
IREG,302901,HMI_IReg[1451],AB相电压相位角,ENG_PhiUab,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c302901
IREG,302903,HMI_IReg[1452],BC相电压相位角,ENG_PhiUbc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c302903
IREG,302905,HMI_IReg[1453],CA相电压相位角,ENG_PhiUca,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c302905
IREG,302907,HMI_IReg[1454],A相电压电流相位角,ENG_PhiUIa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c302907
IREG,302909,HMI_IReg[1455],B相电压电流相位角,ENG_PhiUIb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c302909
IREG,302911,HMI_IReg[1456],C相电压电流相位角,ENG_PhiUIc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302911
IREG,302913,HMI_IReg[1457],A相电网矢量涌动,ENG_AngUa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302913
IREG,302915,HMI_IReg[1458],B相电网矢量涌动,ENG_AngUb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302915
IREG,302917,HMI_IReg[1459],C相电网矢量涌动,ENG_AngUc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302917
IREG,302919,HMI_IReg[1460],电量通讯计数,ENG_CommCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302919
IREG,302921,HMI_IReg[1461],网络控制命令,ENG_NmtCmd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302921
IREG,302923,HMI_IReg[1462],网络控制节点号,ENG_NmtNodeID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c302923
IREG,303101,HMI_IReg[1551],轴1目标位置,PTH_TcuTargetPositionA1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c303101
IREG,303103,HMI_IReg[1552],轴2目标位置,PTH_TcuTargetPositionA2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c303103
IREG,303105,HMI_IReg[1553],轴3目标位置,PTH_TcuTargetPositionA3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c303105
IREG,303107,HMI_IReg[1554],轴1控制字,PTH_TcuControlWord1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303107
IREG,303109,HMI_IReg[1555],轴2控制字,PTH_TcuControlWord2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303109
IREG,303111,HMI_IReg[1556],轴3控制字,PTH_TcuControlWord3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303111
IREG,303113,HMI_IReg[1557],轴1编码器校准值,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303113
IREG,303115,HMI_IReg[1558],轴2编码器校准值,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303115
IREG,303117,HMI_IReg[1559],轴3编码器校准值,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c303117
IREG,303119,HMI_IReg[1560],轴1当前桨角,PTH_PcuEncoderAActValueA1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c303119
IREG,303121,HMI_IReg[1561],轴2当前桨角,PTH_PcuEncoderAActValueA2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c303121
IREG,303123,HMI_IReg[1562],轴3当前桨角,PTH_PcuEncoderAActValueA3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c303123
IREG,303125,HMI_IReg[1563],轴1变桨速度,PTH_PcuActVelocityA1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,c303125
IREG,303127,HMI_IReg[1564],轴2变桨速度,PTH_PcuActVelocityA2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,c303127
IREG,303129,HMI_IReg[1565],轴3变桨速度,PTH_PcuActVelocityA3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,c303129
IREG,303131,HMI_IReg[1566],轴1电机电流,PTH_PcuActCurrentA1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c303131
IREG,303133,HMI_IReg[1567],轴2电机电流,PTH_PcuActCurrentA2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c303133
IREG,303135,HMI_IReg[1568],轴3电机电流,PTH_PcuActCurrentA3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c303135
IREG,303137,HMI_IReg[1569],轴1直流母线电压,PTH_PcuActDClinkVoltageA1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c303137
IREG,303139,HMI_IReg[1570],轴2直流母线电压,PTH_PcuActDClinkVoltageA2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c303139
IREG,303141,HMI_IReg[1571],轴3直流母线电压,PTH_PcuActDClinkVoltageA3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c303141
IREG,303143,HMI_IReg[1572],轴1后备电源电压,PTH_BatteryVoltageA1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,c303143
